player_name,current_team,season,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,salary
A.J. Green,MIL,2022-23,23.0,MIL,NBA,SG,35.0,1.0,9.9,1.5,3.6,0.424,1.3,3.0,0.419,0.3,0.45,0.6,0.1,0.1,1.0,0.2,1.1,1.3,0.6,0.2,0.0,0.3,0.9,4.4,
A.J. Green,MIL,2023-24,24.0,MIL,NBA,SG,56.0,0.0,11.0,1.5,3.5,0.423,1.2,3.0,0.408,0.3,0.519,0.599,0.3,0.3,0.895,0.2,1.0,1.1,0.5,0.2,0.1,0.2,0.9,4.5,
A.J. Green,MIL,2024-25,25.0,MIL,NBA,SG,73.0,7.0,22.7,2.5,5.8,0.429,2.1,5.0,0.427,0.4,0.443,0.612,0.3,0.4,0.815,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4,
A.J. Lawson,TOR,2023-24,23.0,DAL,NBA,SG,42.0,0.0,7.4,1.3,2.9,0.446,0.3,1.2,0.26,1.0,0.577,0.5,0.4,0.5,0.652,0.3,0.9,1.2,0.5,0.2,0.1,0.3,0.5,3.2,
A.J. Lawson,TOR,2024-25,24.0,TOR,NBA,SG,26.0,2.0,18.7,3.1,7.3,0.421,1.3,3.9,0.327,1.8,0.528,0.508,1.7,2.4,0.683,0.8,2.5,3.3,1.2,0.5,0.2,0.6,1.7,9.1,
Aaron Gordon,DEN,2022-23,27.0,DEN,NBA,PF,68.0,68.0,30.2,6.3,11.2,0.564,0.9,2.5,0.347,5.4,0.628,0.603,2.8,4.6,0.608,2.4,4.1,6.6,3.0,0.8,0.8,1.4,1.9,16.3,
Aaron Gordon,DEN,2023-24,28.0,DEN,NBA,PF,73.0,73.0,31.5,5.5,9.8,0.556,0.5,1.9,0.29,4.9,0.619,0.584,2.4,3.7,0.658,2.4,4.1,6.5,3.5,0.8,0.6,1.4,1.9,13.9,
Aaron Gordon,DEN,2024-25,29.0,DEN,NBA,PF,51.0,42.0,28.4,5.2,9.7,0.531,1.5,3.4,0.436,3.7,0.582,0.607,2.8,3.5,0.81,1.6,3.3,4.8,3.2,0.5,0.3,1.4,1.6,14.7,
Aaron Holiday,HOU,2022-23,26.0,ATL,NBA,PG,63.0,6.0,13.4,1.5,3.5,0.418,0.6,1.4,0.409,0.9,0.424,0.5,0.4,0.5,0.844,0.4,0.8,1.2,1.4,0.6,0.2,0.6,1.3,3.9,
Aaron Holiday,HOU,2023-24,27.0,HOU,NBA,PG,78.0,1.0,16.3,2.4,5.3,0.446,1.1,2.8,0.387,1.3,0.51,0.547,0.7,0.8,0.921,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.6,
Aaron Holiday,HOU,2024-25,28.0,HOU,NBA,PG,62.0,3.0,12.8,1.9,4.3,0.437,1.2,2.9,0.398,0.7,0.517,0.571,0.5,0.7,0.829,0.2,1.0,1.3,1.3,0.3,0.2,0.6,1.0,5.5,
Aaron Nesmith,IND,2022-23,23.0,IND,NBA,SF,73.0,60.0,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,
Aaron Nesmith,IND,2023-24,24.0,IND,NBA,SF,72.0,47.0,27.7,4.4,8.8,0.496,1.9,4.6,0.419,2.4,0.581,0.606,1.5,1.9,0.781,0.9,2.9,3.8,1.5,0.9,0.7,0.9,3.3,12.2,
Aaron Nesmith,IND,2024-25,25.0,IND,NBA,SF,45.0,37.0,25.0,4.3,8.4,0.507,1.9,4.3,0.431,2.4,0.587,0.617,1.6,1.8,0.913,0.8,3.1,4.0,1.2,0.8,0.4,0.8,2.5,12.0,
Aaron Wiggins,OKC,2022-23,24.0,OKC,NBA,SG,70.0,14.0,18.5,2.7,5.2,0.512,0.7,1.7,0.393,2.0,0.573,0.579,0.8,1.0,0.831,1.0,2.0,3.0,1.1,0.6,0.2,0.8,1.6,6.8,
Aaron Wiggins,OKC,2023-24,25.0,OKC,NBA,SG,78.0,4.0,15.7,2.7,4.8,0.562,0.8,1.6,0.492,1.9,0.598,0.645,0.7,0.9,0.789,0.8,1.6,2.4,1.1,0.7,0.2,0.7,1.2,6.9,
Aaron Wiggins,OKC,2024-25,26.0,OKC,NBA,SG,76.0,26.0,22.9,4.7,9.6,0.488,1.7,4.5,0.383,3.0,0.578,0.577,1.0,1.2,0.831,1.1,2.8,3.9,1.8,0.8,0.2,0.9,1.3,12.0,
Adam Flagler,OKC,2023-24,24.0,OKC,NBA,SG,2.0,0.0,7.0,0.5,3.5,0.143,0.5,3.0,0.167,0.0,0.0,0.214,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,
Adam Flagler,OKC,2024-25,25.0,OKC,NBA,SG,37.0,0.0,5.5,0.7,2.6,0.26,0.4,1.9,0.194,0.3,0.458,0.333,0.0,0.1,0.5,0.2,0.5,0.7,0.3,0.2,0.1,0.1,0.4,1.8,
Adama Sanogo,CHI,2023-24,21.0,CHI,NBA,PF,9.0,0.0,7.3,1.6,3.0,0.519,0.0,0.0,,1.6,0.519,0.519,0.9,1.3,0.667,2.1,1.9,4.0,0.0,0.1,0.0,0.6,0.6,4.0,
Adama Sanogo,CHI,2024-25,22.0,CHI,NBA,C,4.0,0.0,5.3,1.0,1.8,0.571,0.0,0.0,,1.0,0.571,0.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,
Adem Bona,PHI,2024-25,21.0,PHI,NBA,C,58.0,11.0,15.6,2.3,3.3,0.703,0.0,0.0,0.0,2.3,0.707,0.703,1.2,1.7,0.67,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,
Ajay Mitchell,OKC,2024-25,22.0,OKC,NBA,SG,36.0,1.0,16.6,2.5,5.1,0.495,0.6,1.7,0.383,1.9,0.548,0.557,0.8,1.0,0.829,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.9,6.5,
Al Horford,BOS,2022-23,36.0,BOS,NBA,C,63.0,63.0,30.5,3.6,7.6,0.476,2.3,5.2,0.446,1.3,0.539,0.627,0.2,0.3,0.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,1.9,9.8,
Al Horford,BOS,2023-24,37.0,BOS,NBA,C,65.0,33.0,26.8,3.3,6.4,0.511,1.7,4.0,0.419,1.6,0.658,0.64,0.4,0.5,0.867,1.3,5.1,6.4,2.6,0.6,1.0,0.7,1.4,8.6,
Al Horford,BOS,2024-25,38.0,BOS,NBA,C,60.0,42.0,27.7,3.3,7.7,0.423,1.9,5.2,0.363,1.4,0.551,0.547,0.6,0.6,0.895,1.3,4.8,6.2,2.1,0.6,0.9,0.8,1.4,9.0,
Alec Burks,MIA,2022-23,31.0,DET,NBA,SG,51.0,8.0,22.0,3.9,9.0,0.436,1.9,4.7,0.414,2.0,0.459,0.544,3.0,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8,
Alec Burks,MIA,2024-25,33.0,MIA,NBA,SG,49.0,14.0,17.6,2.3,5.5,0.424,1.8,4.2,0.425,0.6,0.422,0.587,0.8,1.0,0.776,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3,
Alex Caruso,OKC,2022-23,28.0,CHI,NBA,PG,67.0,36.0,23.5,1.9,4.3,0.455,0.8,2.3,0.364,1.1,0.556,0.551,0.9,1.1,0.808,0.6,2.3,2.9,2.9,1.5,0.7,1.1,2.4,5.6,
Alex Caruso,OKC,2023-24,29.0,CHI,NBA,SG,71.0,57.0,28.7,3.6,7.6,0.468,1.9,4.7,0.408,1.6,0.563,0.593,1.0,1.4,0.76,0.9,3.0,3.8,3.5,1.7,1.0,1.4,2.5,10.1,
Alex Caruso,OKC,2024-25,30.0,OKC,NBA,SG,54.0,3.0,19.3,2.6,5.8,0.446,1.1,3.1,0.353,1.5,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,
Alex Ducas,OKC,2024-25,24.0,OKC,NBA,SG,21.0,0.0,6.0,0.6,1.4,0.4,0.5,1.0,0.476,0.1,0.222,0.567,0.1,0.1,1.0,0.4,0.8,1.2,0.2,0.2,0.0,0.2,0.6,1.7,
Alex Len,SAC,2022-23,29.0,SAC,NBA,C,26.0,2.0,6.2,0.6,1.2,0.533,0.0,0.1,0.0,0.6,0.571,0.533,0.4,0.6,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7,
Alex Len,SAC,2023-24,30.0,SAC,NBA,C,48.0,0.0,9.3,1.0,1.7,0.617,0.0,0.1,0.0,1.0,0.641,0.617,0.4,0.7,0.588,1.0,1.7,2.7,1.0,0.2,0.7,0.6,1.4,2.5,
Alex Sarr,WAS,2024-25,19.0,WAS,NBA,C,67.0,67.0,27.1,4.9,12.4,0.394,1.6,5.1,0.308,3.3,0.454,0.457,1.7,2.5,0.679,1.9,4.6,6.5,2.4,0.7,1.5,1.7,2.2,13.0,
Alondes Williams,DET,2022-23,23.0,BRK,NBA,SG,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,
Alondes Williams,DET,2023-24,24.0,MIA,NBA,SG,7.0,0.0,2.3,0.3,1.1,0.25,0.0,0.6,0.0,0.3,0.5,0.25,0.1,0.1,1.0,0.0,0.1,0.1,0.0,0.0,0.1,0.3,0.3,0.7,
Alondes Williams,DET,2024-25,25.0,DET,NBA,SG,1.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,
Alperen Şengün,HOU,2022-23,20.0,HOU,NBA,C,75.0,72.0,28.9,5.9,10.7,0.553,0.3,0.8,0.333,5.6,0.57,0.565,2.7,3.8,0.715,3.2,5.8,9.0,3.9,0.9,0.9,2.6,3.4,14.8,
Alperen Şengün,HOU,2023-24,21.0,HOU,NBA,C,63.0,63.0,32.5,8.4,15.6,0.537,0.5,1.8,0.297,7.8,0.567,0.553,3.9,5.6,0.693,2.9,6.4,9.3,5.0,1.2,0.7,2.6,3.3,21.1,
Alperen Şengün,HOU,2024-25,22.0,HOU,NBA,C,76.0,76.0,31.5,7.5,15.0,0.496,0.3,1.2,0.233,7.2,0.519,0.505,3.9,5.6,0.692,3.4,6.9,10.3,4.9,1.1,0.8,2.6,2.8,19.1,
Amen Thompson,HOU,2023-24,21.0,HOU,NBA,SF,62.0,23.0,22.4,3.9,7.2,0.536,0.1,0.9,0.138,3.7,0.595,0.545,1.7,2.5,0.684,2.4,4.2,6.6,2.6,1.3,0.6,1.5,2.3,9.5,
Amen Thompson,HOU,2024-25,22.0,HOU,NBA,SF,69.0,42.0,32.2,5.6,10.1,0.557,0.4,1.3,0.275,5.3,0.599,0.575,2.4,3.6,0.684,2.8,5.4,8.2,3.8,1.4,1.3,2.0,2.4,14.1,
Amir Coffey,LAC,2022-23,25.0,LAC,NBA,SF,50.0,9.0,12.5,1.1,2.9,0.386,0.2,0.8,0.275,0.9,0.429,0.424,1.0,1.3,0.778,0.3,0.7,1.1,1.1,0.1,0.1,0.4,1.0,3.4,
Amir Coffey,LAC,2023-24,26.0,LAC,NBA,SF,70.0,13.0,20.9,2.4,5.0,0.472,1.0,2.6,0.38,1.4,0.571,0.571,0.9,1.0,0.859,0.4,1.7,2.1,1.1,0.6,0.2,0.5,1.5,6.6,
Amir Coffey,LAC,2024-25,27.0,LAC,NBA,SG,72.0,13.0,24.3,3.3,7.1,0.471,1.4,3.4,0.409,1.9,0.529,0.57,1.6,1.8,0.891,0.4,1.8,2.2,1.1,0.6,0.1,0.6,1.7,9.7,
Andre Drummond,PHI,2022-23,29.0,CHI,NBA,C,67.0,0.0,12.7,2.5,4.1,0.606,0.0,0.0,0.0,2.5,0.613,0.606,1.0,1.9,0.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7,6.0,
Andre Drummond,PHI,2023-24,30.0,CHI,NBA,C,79.0,10.0,17.1,3.4,6.1,0.556,0.0,0.0,0.0,3.4,0.56,0.556,1.6,2.8,0.592,3.4,5.6,9.0,0.5,0.9,0.6,1.0,1.8,8.4,
Andre Drummond,PHI,2024-25,31.0,PHI,NBA,C,40.0,23.0,18.8,2.9,5.9,0.5,0.1,0.5,0.15,2.9,0.533,0.506,1.4,2.3,0.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,
Andre Jackson Jr.,MIL,2023-24,22.0,MIL,NBA,SG,57.0,8.0,10.0,0.9,1.8,0.5,0.3,0.8,0.37,0.6,0.611,0.585,0.1,0.2,0.727,0.8,1.2,2.0,0.9,0.3,0.1,0.5,1.6,2.2,
Andre Jackson Jr.,MIL,2024-25,23.0,MIL,NBA,SG,67.0,43.0,14.6,1.4,2.9,0.477,0.4,1.1,0.395,1.0,0.529,0.553,0.2,0.4,0.5,1.0,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4,
Andrew Nembhard,IND,2022-23,23.0,IND,NBA,SG,75.0,63.0,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,
Andrew Nembhard,IND,2023-24,24.0,IND,NBA,PG,68.0,47.0,25.0,3.8,7.7,0.498,0.9,2.5,0.357,2.9,0.567,0.557,0.7,0.8,0.804,0.5,1.5,2.1,4.1,0.9,0.1,1.5,2.1,9.2,
Andrew Nembhard,IND,2024-25,25.0,IND,NBA,SG,65.0,65.0,28.9,3.8,8.3,0.458,0.8,2.7,0.291,3.0,0.538,0.506,1.7,2.1,0.794,0.5,2.8,3.3,5.0,1.2,0.2,1.7,2.3,10.0,
Andrew Wiggins,GSW,2022-23,27.0,GSW,NBA,SF,37.0,37.0,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1,
Andrew Wiggins,GSW,2023-24,28.0,GSW,NBA,SF,71.0,59.0,27.0,5.0,11.0,0.453,1.3,3.6,0.358,3.7,0.498,0.511,2.0,2.7,0.751,1.5,3.0,4.5,1.7,0.6,0.6,1.2,2.1,13.2,
Anfernee Simons,POR,2022-23,23.0,POR,NBA,SG,62.0,62.0,35.0,7.5,16.9,0.447,3.4,9.1,0.377,4.1,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,
Anfernee Simons,POR,2023-24,24.0,POR,NBA,SG,46.0,46.0,34.4,7.8,18.2,0.43,3.4,8.8,0.385,4.4,0.472,0.523,3.5,3.9,0.916,0.5,3.2,3.6,5.5,0.5,0.1,2.7,2.1,22.6,
Anfernee Simons,POR,2024-25,25.0,POR,NBA,SG,70.0,70.0,32.7,6.8,16.1,0.426,3.1,8.5,0.363,3.8,0.496,0.521,2.5,2.8,0.902,0.4,2.3,2.7,4.8,0.9,0.1,2.0,1.7,19.3,
Anthony Black,ORL,2023-24,20.0,ORL,NBA,PG,69.0,33.0,16.9,1.7,3.6,0.466,0.5,1.4,0.394,1.1,0.51,0.54,0.7,1.2,0.613,0.5,1.5,2.0,1.3,0.5,0.3,0.8,1.6,4.6,
Anthony Black,ORL,2024-25,21.0,ORL,NBA,PG,78.0,10.0,24.2,3.4,7.9,0.423,0.8,2.5,0.318,2.6,0.471,0.473,1.9,2.5,0.761,0.7,2.3,2.9,3.1,1.1,0.6,1.8,2.1,9.4,
Anthony Davis,LAL,2022-23,29.0,LAL,NBA,C,56.0,54.0,34.0,9.7,17.2,0.563,0.3,1.3,0.257,9.3,0.589,0.573,6.2,7.9,0.784,3.5,9.1,12.5,2.6,1.1,2.0,2.2,2.6,25.9,
Anthony Davis,LAL,2023-24,30.0,LAL,NBA,C,76.0,76.0,35.5,9.4,16.9,0.556,0.4,1.4,0.271,9.0,0.582,0.567,5.5,6.8,0.816,3.1,9.5,12.6,3.5,1.2,2.3,2.1,2.3,24.7,
Anthony Edwards,MIN,2022-23,21.0,MIN,NBA,SG,79.0,79.0,36.0,8.9,19.5,0.459,2.7,7.3,0.369,6.3,0.513,0.528,4.0,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4,24.6,
Anthony Edwards,MIN,2023-24,22.0,MIN,NBA,SG,79.0,78.0,35.1,9.1,19.7,0.461,2.4,6.7,0.357,6.7,0.515,0.522,5.4,6.4,0.836,0.7,4.8,5.4,5.1,1.3,0.5,3.1,1.8,25.9,
Anthony Edwards,MIN,2024-25,23.0,MIN,NBA,SG,79.0,79.0,36.3,9.1,20.4,0.447,4.1,10.3,0.395,5.1,0.501,0.547,5.3,6.3,0.837,0.8,4.9,5.7,4.5,1.2,0.6,3.2,1.9,27.6,
Anthony Gill,WAS,2022-23,30.0,WAS,NBA,PF,59.0,8.0,10.6,1.2,2.2,0.538,0.1,0.5,0.138,1.1,0.65,0.553,0.8,1.1,0.731,0.6,1.1,1.7,0.6,0.1,0.2,0.3,1.2,3.3,
Anthony Gill,WAS,2023-24,31.0,WAS,NBA,PF,50.0,3.0,9.3,1.5,3.2,0.469,0.2,0.8,0.244,1.3,0.546,0.5,0.6,0.7,0.806,0.7,1.1,1.9,0.7,0.3,0.2,0.5,1.0,3.8,
Anthony Gill,WAS,2024-25,32.0,WAS,NBA,PF,51.0,0.0,7.8,0.8,1.7,0.489,0.2,0.6,0.323,0.6,0.579,0.545,0.6,1.0,0.66,0.4,0.9,1.3,0.3,0.2,0.0,0.2,0.6,2.5,
Anton Watson,NYK,2024-25,24.0,NYK,NBA,SF,9.0,0.0,2.4,0.4,1.0,0.444,0.0,0.1,0.0,0.4,0.5,0.444,0.0,0.0,,0.1,0.2,0.3,0.2,0.1,0.0,0.2,0.3,0.9,
Antonio Reeves,NOP,2024-25,24.0,NOP,NBA,SG,44.0,6.0,15.0,2.6,5.6,0.456,1.2,2.9,0.395,1.4,0.521,0.558,0.6,0.8,0.8,0.4,1.0,1.4,0.9,0.5,0.1,0.7,0.9,6.9,
Ariel Hukporti,NYK,2024-25,22.0,NYK,NBA,C,25.0,1.0,8.7,0.8,1.2,0.677,0.0,0.0,,0.8,0.677,0.677,0.2,0.5,0.462,0.6,1.5,2.0,0.4,0.0,0.6,0.8,1.3,1.9,
Armel Traoré,LAL,2024-25,22.0,LAL,NBA,SF,9.0,0.0,7.4,0.7,2.1,0.316,0.0,0.8,0.0,0.7,0.5,0.316,0.2,0.8,0.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,
Ausar Thompson,DET,2023-24,21.0,DET,NBA,SF,63.0,38.0,25.1,3.7,7.6,0.483,0.3,1.8,0.186,3.3,0.575,0.505,1.1,1.9,0.597,2.0,4.3,6.4,1.9,1.1,0.9,1.3,2.8,8.8,
Ausar Thompson,DET,2024-25,22.0,DET,NBA,SF,59.0,48.0,22.5,4.2,7.8,0.535,0.2,0.8,0.224,4.0,0.572,0.547,1.5,2.4,0.641,1.9,3.3,5.1,2.3,1.7,0.7,1.4,2.8,10.1,
Austin Reaves,LAL,2022-23,24.0,LAL,NBA,SG,64.0,22.0,28.8,4.0,7.7,0.529,1.3,3.4,0.398,2.7,0.631,0.616,3.6,4.1,0.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0,
Austin Reaves,LAL,2023-24,25.0,LAL,NBA,SG,82.0,57.0,32.1,5.6,11.5,0.486,1.9,5.1,0.367,3.7,0.583,0.568,2.8,3.3,0.853,0.7,3.6,4.3,5.5,0.8,0.3,2.1,1.9,15.9,
Austin Reaves,LAL,2024-25,26.0,LAL,NBA,SG,73.0,73.0,34.9,6.5,14.2,0.46,2.7,7.3,0.377,3.8,0.547,0.556,4.4,5.0,0.877,0.8,3.7,4.5,5.8,1.1,0.3,2.4,2.1,20.2,
Ayo Dosunmu,CHI,2022-23,23.0,CHI,NBA,SG,80.0,51.0,26.2,3.5,7.1,0.493,0.7,2.4,0.312,2.8,0.583,0.545,0.8,1.0,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,
Ayo Dosunmu,CHI,2023-24,24.0,CHI,NBA,SG,76.0,37.0,29.1,4.7,9.5,0.501,1.6,3.9,0.403,3.2,0.568,0.583,1.1,1.4,0.81,0.7,2.1,2.8,3.2,0.9,0.5,1.4,2.2,12.2,
Ayo Dosunmu,CHI,2024-25,25.0,CHI,NBA,SG,46.0,26.0,30.3,4.8,9.8,0.492,1.3,4.1,0.328,3.5,0.612,0.561,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,
Bam Adebayo,MIA,2022-23,25.0,MIA,NBA,C,75.0,75.0,34.6,8.0,14.9,0.54,0.0,0.2,0.083,8.0,0.545,0.541,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,
Bam Adebayo,MIA,2023-24,26.0,MIA,NBA,C,71.0,71.0,34.0,7.5,14.3,0.521,0.2,0.6,0.357,7.3,0.528,0.529,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,
Bam Adebayo,MIA,2024-25,27.0,MIA,NBA,C,78.0,78.0,34.3,6.9,14.3,0.485,1.0,2.8,0.357,5.9,0.517,0.521,3.2,4.2,0.765,2.4,7.2,9.6,4.3,1.3,0.7,2.1,2.1,18.1,
Baylor Scheierman,BOS,2024-25,24.0,BOS,NBA,SG,31.0,2.0,12.4,1.3,3.5,0.355,0.8,2.6,0.317,0.4,0.464,0.473,0.3,0.4,0.75,0.6,1.5,2.1,1.1,0.5,0.1,0.4,0.7,3.6,
Ben Sheppard,IND,2023-24,22.0,IND,NBA,SG,57.0,1.0,14.3,1.6,4.0,0.393,0.9,2.7,0.314,0.7,0.562,0.5,0.4,0.5,0.885,0.3,1.3,1.6,0.9,0.6,0.0,0.3,1.5,4.4,
Ben Sheppard,IND,2024-25,23.0,IND,NBA,SG,63.0,9.0,19.5,1.9,4.6,0.418,1.1,3.2,0.342,0.8,0.591,0.537,0.4,0.4,0.889,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.0,5.3,
Ben Simmons,BRK,2022-23,26.0,BRK,NBA,PG,42.0,33.0,26.3,3.2,5.6,0.566,0.0,0.0,0.0,3.2,0.571,0.566,0.6,1.4,0.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,
Ben Simmons,BRK,2023-24,27.0,BRK,NBA,PG,15.0,12.0,23.9,2.9,4.9,0.581,0.0,0.0,,2.9,0.581,0.581,0.4,1.0,0.4,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,
Bennedict Mathurin,IND,2022-23,20.0,IND,NBA,SG,78.0,17.0,28.5,5.3,12.2,0.434,1.3,4.0,0.323,4.0,0.488,0.487,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,
Bennedict Mathurin,IND,2023-24,21.0,IND,NBA,SF,59.0,19.0,26.1,5.0,11.2,0.446,1.4,3.6,0.374,3.7,0.481,0.507,3.1,3.8,0.821,1.0,2.9,4.0,2.0,0.6,0.2,1.6,2.0,14.5,
Bennedict Mathurin,IND,2024-25,22.0,IND,NBA,SF,72.0,49.0,29.8,5.4,11.8,0.458,1.4,4.0,0.34,4.1,0.519,0.516,3.8,4.6,0.831,1.2,4.1,5.3,1.9,0.7,0.3,1.9,2.3,16.1,
Bilal Coulibaly,WAS,2023-24,19.0,WAS,NBA,SF,63.0,15.0,27.2,3.0,6.9,0.435,1.0,2.9,0.346,2.0,0.502,0.509,1.5,2.1,0.702,0.9,3.2,4.1,1.7,0.9,0.8,1.4,2.2,8.4,
Bilal Coulibaly,WAS,2024-25,20.0,WAS,NBA,SF,59.0,59.0,33.0,4.5,10.6,0.421,1.1,3.8,0.281,3.4,0.5,0.472,2.3,3.1,0.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,
Bismack Biyombo,SAS,2022-23,30.0,PHO,NBA,C,61.0,14.0,14.3,2.0,3.4,0.578,0.0,0.0,,2.0,0.578,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,
Bismack Biyombo,SAS,2024-25,32.0,SAS,NBA,C,28.0,26.0,18.9,2.4,4.1,0.588,0.0,0.0,,2.4,0.588,0.588,0.4,0.9,0.4,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,
Blake Wesley,SAS,2022-23,19.0,SAS,NBA,SG,37.0,1.0,18.1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,0.301,0.367,0.7,1.2,0.591,0.3,1.9,2.2,2.6,0.7,0.1,1.8,1.8,5.0,
Blake Wesley,SAS,2023-24,20.0,SAS,NBA,SG,61.0,3.0,14.4,1.7,3.5,0.474,0.2,0.9,0.218,1.5,0.563,0.502,0.9,1.3,0.667,0.3,1.2,1.5,2.7,0.5,0.1,0.9,1.5,4.4,
Blake Wesley,SAS,2024-25,21.0,SAS,NBA,SG,58.0,0.0,11.8,1.4,3.2,0.435,0.3,1.0,0.293,1.1,0.5,0.481,0.7,1.1,0.623,0.3,0.8,1.1,2.0,0.6,0.1,0.9,0.8,3.7,
Bobby Portis,MIL,2022-23,27.0,MIL,NBA,PF,70.0,22.0,26.0,5.7,11.5,0.496,1.4,3.7,0.37,4.3,0.555,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,
Bobby Portis,MIL,2023-24,28.0,MIL,NBA,PF,82.0,4.0,24.5,5.7,11.2,0.508,1.2,3.0,0.407,4.5,0.545,0.562,1.2,1.5,0.79,1.7,5.7,7.4,1.3,0.8,0.4,1.1,2.3,13.8,
Bobby Portis,MIL,2024-25,29.0,MIL,NBA,PF,49.0,7.0,25.4,5.7,12.1,0.466,1.3,3.6,0.365,4.3,0.508,0.52,1.2,1.5,0.836,1.8,6.6,8.4,2.1,0.7,0.5,1.2,1.9,13.9,
Bobi Klintman,DET,2024-25,21.0,DET,NBA,SF,8.0,0.0,5.3,0.8,1.3,0.6,0.3,0.6,0.4,0.5,0.8,0.7,0.1,0.3,0.5,0.1,0.8,0.9,0.9,0.3,0.1,0.1,1.0,1.9,
Bogdan Bogdanović,ATL,2022-23,30.0,ATL,NBA,SG,54.0,9.0,27.9,5.1,11.3,0.447,2.7,6.7,0.406,2.4,0.506,0.566,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14.0,
Bogdan Bogdanović,ATL,2023-24,31.0,ATL,NBA,SG,79.0,33.0,30.4,6.0,13.9,0.428,3.0,8.1,0.374,2.9,0.503,0.537,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,
Bol Bol,PHO,2022-23,23.0,ORL,NBA,PF,70.0,33.0,21.5,3.7,6.8,0.546,0.4,1.6,0.265,3.3,0.633,0.577,1.2,1.5,0.759,1.0,4.8,5.8,1.0,0.4,1.2,1.6,1.3,9.1,
Bol Bol,PHO,2023-24,24.0,PHO,NBA,PF,43.0,0.0,10.9,2.2,3.5,0.616,0.5,1.2,0.423,1.7,0.717,0.689,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1.0,5.2,
